sigla_provincia;denominazione_ita;codice_belfiore;data_inizio_validita;data_fine_validita
VT;CALCATA;B388;12/01/1927;
TN;CALCERANICA;B389;16/10/1920;13/02/1923
TN;CALCERANICA;B389;14/02/1923;24/01/1929
TN;CALCERANICA;B389;17/05/1947;31/12/1957
TN;"CALCERANICA AL LAGO";B389;01/01/1958;
PI;CALCI;B390;16/09/1884;
PZ;CALCIANO;B391;13/07/1913;11/01/1927
MT;CALCIANO;B391;12/01/1927;
PI;CALCINAIA;B392;17/03/1861;
BG;CALCINATE;B393;17/03/1861;
BS;CALCINATO;B394;17/03/1861;
BG;CALCIO;B395;17/03/1861;
CO;CALCO;B396;17/03/1861;17/06/1927
CO;CALCO;B396;13/09/1953;15/04/1992
LC;CALCO;B396;16/04/1992;
TN;CALDARO;B397;16/10/1920;13/02/1923
TN;CALDARO;B397;14/02/1923;11/01/1927
BZ;CALDARO;B397;12/01/1927;21/09/1971
BZ;"CALDARO SULLA STRADA DEL VINO";B397;22/09/1971;
MC;CALDAROLA;B398;17/03/1861;
BO;"CALDERARA DI RENO";B399;31/10/1862;
TN;CALDES;B400;16/10/1920;13/02/1923
TN;CALDES;B400;14/02/1923;
GO;"CAL DI CANALE";B401;05/01/1921;07/02/1923
UD;"CAL DI CANALE";B401;08/02/1923;11/01/1927
GO;"CAL DI CANALE";B401;12/01/1927;15/09/1947
VR;CALDIERO;B402;19/11/1866;
VI;CALDOGNO;B403;19/11/1866;
TN;CALDONAZZO;B404;16/10/1920;13/02/1923
TN;CALDONAZZO;B404;14/02/1923;
PC;CALENDASCO;B405;17/03/1861;
FI;CALENZANO;B406;17/03/1861;
BG;CALEPIO;B407;17/03/1861;04/08/1927
PR;CALESTANO;B408;13/11/1891;
GE;"CALICE LIGURE";B409;18/05/1877;11/01/1927
SV;"CALICE LIGURE";B409;12/01/1927;
MS;"CALICE AL CORNOVIGLIO";B410;30/03/1863;21/12/1923
SP;"CALICE AL CORNOVIGLIO";B410;22/12/1923;
LE;CALIMERA;B413;17/03/1861;
BS;CALINO;B414;17/03/1861;01/11/1927
AV;CALITRI;B415;17/03/1861;
GE;CALIZZANO;B416;17/03/1861;11/01/1927
SV;CALIZZANO;B416;12/01/1927;
NO;CALLABIANA;B417;17/03/1861;11/01/1927
VC;CALLABIANA;B417;12/01/1927;15/04/1992
BI;CALLABIANA;B417;16/04/1992;
AL;CALLIANO;B418;17/03/1861;07/04/1935
AT;CALLIANO;B418;08/04/1935;11/08/2022
AT;"CALLIANO MONFERRATO";B418;12/08/2022;
TN;CALLIANO;B419;16/10/1920;13/02/1923
TN;CALLIANO;B419;14/02/1923;25/03/1929
TN;CALLIANO;B419;09/07/1947;
NO;CALOGNA;B421;17/03/1861;15/04/1928
BG;CALOLZIO;B422;22/07/1892;02/04/1927
BG;CALOLZIOCORTE;B423;02/04/1927;15/04/1992
LC;CALOLZIOCORTE;B423;16/04/1992;
CS;CALOPEZZATI;B424;17/03/1861;
AL;CALOSSO;B425;17/03/1861;07/04/1935
AT;CALOSSO;B425;08/04/1935;
CS;CALOVETO;B426;17/03/1861;18/05/1928
CS;CALOVETO;B426;07/03/1934;
AG;CALTABELLOTTA;B427;17/03/1861;
CT;CALTAGIRONE;B428;17/03/1861;
CL;CALTANISSETTA;B429;17/03/1861;
PA;CALTAVUTURO;B430;17/03/1861;
NO;CALTIGNAGA;B431;02/07/1866;
RO;CALTO;B432;19/11/1866;
VI;CALTRANO;B433;19/11/1866;
BG;"CALUSCO D'ADDA";B434;17/12/1883;
TO;CALUSO;B435;17/03/1861;11/01/1927
AO;CALUSO;B435;12/01/1927;04/10/1945
TO;CALUSO;B435;05/10/1945;
BS;CALVAGESE;B436;17/03/1861;24/10/1925
BS;"CALVAGESE DELLA RIVIERA";B436;25/10/1925;
SA;CALVANICO;B437;17/03/1861;
ME;CALVARUSO;B438;14/01/1866;01/06/1929
CR;CALVATONE;B439;17/03/1861;
PZ;CALVELLO;B440;17/03/1861;
VI;CALVENE;B441;19/11/1866;
BG;CALVENZANO;B442;17/03/1861;
PZ;CALVERA;B443;17/03/1861;
BN;CALVI;B444;28/05/1958;
CE;"CALVI RISORTA";B445;29/12/1862;11/01/1927
NA;"CALVI RISORTA";B445;12/01/1927;31/08/1945
CE;"CALVI RISORTA";B445;01/09/1945;
PG;"CALVI DELL'UMBRIA";B446;13/04/1863;11/01/1927
TR;"CALVI DELL'UMBRIA";B446;12/01/1927;
PV;CALVIGNANO;B447;17/03/1861;
MI;CALVIGNASCO;B448;17/03/1861;
BN;"SAN NAZZARO CALVI";B449;06/02/1863;04/07/1951
BN;"CALVI SAN NAZZARO";B449;05/07/1951;27/05/1958
BS;CALVISANO;B450;17/03/1861;
NA;CALVIZZANO;B452;17/03/1861;
AL;"CAMAGNA MONFERRATO";B453;17/03/1861;
TO;"CAMAGNA DI TORINO";B454;05/01/1863;20/10/1927
LU;CAMAIORE;B455;17/03/1861;
MI;CAMAIRAGO;B456;17/03/1861;15/04/1992
LO;CAMAIRAGO;B456;16/04/1992;31/12/2017
NO;CAMANDONA;B457;17/03/1861;11/01/1927
VC;CAMANDONA;B457;12/01/1927;15/04/1992
BI;CAMANDONA;B457;16/04/1992;
AQ;CAMARDA;B458;17/03/1861;20/09/1927
NO;CAMASCO;B459;17/03/1861;11/01/1927
VC;CAMASCO;B459;12/01/1927;01/03/1929
AG;CAMASTRA;B460;17/03/1861;15/05/1929
AG;CAMASTRA;B460;25/03/1946;
MI;CAMBIAGO;B461;17/03/1861;
TO;CAMBIANO;B462;17/03/1861;
NO;CAMBIASCA;B463;17/03/1861;22/05/1992
VB;CAMBIASCA;B463;23/05/1992;
NO;CAMBURZANO;B465;17/03/1861;11/01/1927
VC;CAMBURZANO;B465;12/01/1927;15/04/1992
BI;CAMBURZANO;B465;16/04/1992;
CB;"SANT'ELENA SANNITA";B466;22/11/1896;02/03/1970
IS;"SANT'ELENA SANNITA";B466;03/03/1970;
CN;CAMERANA;B467;17/03/1861;
AN;CAMERANO;B468;17/03/1861;
AL;"CAMERANO CASASCO";B469;17/03/1861;07/04/1935
AT;"CAMERANO CASASCO";B469;08/04/1935;
AN;"CAMERATA PICENA";B470;23/02/1863;26/06/1928
AN;"CAMERATA PICENA";B470;29/11/1947;
BG;"CAMERATA CORNELLO";B471;13/07/1863;
RM;"CAMERATA NUOVA";B472;27/12/1872;
NO;CAMERI;B473;17/03/1861;
MC;CAMERINO;B474;17/03/1861;
SA;CAMEROTA;B476;17/03/1861;
CE;CAMIGLIANO;B477;17/03/1861;11/01/1927
NA;CAMIGLIANO;B477;12/01/1927;31/08/1945
CE;CAMIGLIANO;B477;01/09/1945;
BS;CAMIGNONE;B478;17/03/1861;24/09/1928
PV;CAMINATA;B479;17/03/1861;22/07/1923
PC;CAMINATA;B479;23/07/1923;13/02/1929
PC;CAMINATA;B479;19/02/1950;31/12/2017
TN;"CAMINATA IN TURES";B480;16/10/1920;13/02/1923
TN;"CAMINATA IN TURES";B480;14/02/1923;11/01/1927
BZ;"CAMINATA IN TURES";B480;12/01/1927;08/02/1929
RC;CAMINI;B481;17/03/1861;
AL;CAMINO;B482;17/03/1861;
UD;"CAMINO DI CODROIPO";B483;19/11/1866;15/06/1928
UD;"CAMINO DI CODROIPO";B483;09/01/1947;10/12/1949
UD;"CAMINO AL TAGLIAMENTO";B483;11/12/1949;05/04/1968
UD;"CAMINO AL TAGLIAMENTO";B483;06/04/1968;
CR;CAMISANO;B484;17/03/1861;
VI;"CAMISANO VICENTINO";B485;02/09/1867;
AG;CAMMARATA;B486;17/03/1861;
CO;"CAMNAGO VOLTA";B487;06/05/1863;12/08/1943
CO;"CAMNAGO FALOPPIA";B488;17/02/1893;11/05/1928
CN;CAMO;B489;17/03/1861;13/06/1928
CN;CAMO;B489;23/05/1947;31/12/2018
GE;CAMOGLI;B490;17/03/1861;
TO;CHAMOIS;B491;17/03/1861;11/01/1927
AO;CHAMOIS;B491;12/01/1927;20/10/1939
AO;CAMOSIO;B491;21/10/1939;29/01/1946
AO;CHAMOIS;B491;30/01/1946;
SA;CAMPAGNA;B492;17/03/1861;
VE;"CAMPAGNA LUPIA";B493;05/08/1867;
CE;"CASTELLO DI CAMPAGNANO";B494;24/11/1862;06/07/1916
CE;"CASTEL CAMPAGNANO";B494;07/07/1916;11/01/1927
BN;"CASTEL CAMPAGNANO";B494;12/01/1927;31/08/1945
CE;"CASTEL CAMPAGNANO";B494;01/09/1945;
CO;"CAMPAGNANO VEDASCA";B495;23/02/1863;11/01/1927
VA;"CAMPAGNANO VEDASCA";B495;12/01/1927;07/01/1928
RM;"CAMPAGNANO DI ROMA";B496;16/09/1872;
GR;CAMPAGNATICO;B497;17/03/1861;
CR;"CAMPAGNOLA CREMASCA";B498;19/12/1862;25/01/1928
CR;"CAMPAGNOLA CREMASCA";B498;26/08/1953;
RE;"CAMPAGNOLA EMILIA";B499;20/10/1862;
CS;CAMPANA;B500;17/03/1861;
MI;CAMPARADA;B501;17/03/1861;29/06/2009
MB;CAMPARADA;B501;30/06/2009;
RE;CAMPEGINE;B502;17/03/1861;
NO;"CAMPELLO MONTI";B503;29/12/1862;11/01/1927
VC;"CAMPELLO MONTI";B503;12/01/1927;23/02/1929
NO;"CAMPELLO MONTI";B503;24/02/1929;13/04/1929
PG;"CAMPELLO SUL CLITUNNO";B504;13/04/1863;07/04/1927
PG;"CAMPELLO SUL CLITUNNO";B504;14/09/1930;
NO;CAMPERTOGNO;B505;17/03/1861;11/01/1927
VC;CAMPERTOGNO;B505;12/01/1927;
LE;"CAMPI SALENTINA";B506;23/06/1864;
FI;"CAMPI BISENZIO";B507;23/06/1864;
NO;"CAMPIGLIA CERVO";B508;23/04/1863;11/01/1927
VC;"CAMPIGLIA CERVO";B508;12/01/1927;15/04/1992
BI;"CAMPIGLIA CERVO";B508;16/04/1992;31/12/2015
PI;"CAMPIGLIA MARITTIMA";B509;20/10/1862;29/11/1925
LI;"CAMPIGLIA MARITTIMA";B509;30/11/1925;
AO;"VALPRATO SOANA";B510;22/01/1929;04/10/1945
TO;"VALPRATO SOANA";B510;05/10/1945;
VI;"CAMPIGLIA DEI BERICI";B511;02/09/1867;
TO;CAMPIGLIONE;B512;17/03/1861;12/04/1929
TO;"CAMPIGLIONE FENILE";B512;13/04/1929;
CO;CAMPIONE;B513;17/03/1861;24/02/1934
CO;"CAMPIONE D'ITALIA";B513;25/02/1934;
TN;CAMPITELLO;B514;16/10/1920;13/02/1923
TN;CAMPITELLO;B514;14/02/1923;07/02/1926
TN;"CAMPITELLO DI FASSA";B514;04/11/1956;
TE;CAMPLI;B515;17/03/1861;
RC;"CAMPO DI CALABRIA";B516;23/06/1864;03/08/1927
RC;"CAMPO CALABRO";B516;11/02/1950;
TO;"CAMPO CANAVESE";B517;05/01/1863;11/01/1927
AO;"CAMPO CANAVESE";B517;12/01/1927;03/05/1929
TN;CAMPO;B518;16/10/1920;13/02/1923
TN;CAMPO;B518;14/02/1923;02/04/1928
CB;CAMPOBASSO;B519;17/03/1861;02/03/1970
CB;CAMPOBASSO;B519;03/03/1970;
AG;"CAMPOBELLO DI LICATA";B520;17/03/1861;
TP;"CAMPOBELLO DI MAZARA";B521;17/03/1861;
CB;CAMPOCHIARO;B522;17/03/1861;02/03/1970
CB;CAMPOCHIARO;B522;03/03/1970;
GE;CAMPOCHIESA;B523;17/03/1861;11/01/1927
SV;CAMPOCHIESA;B523;12/01/1927;27/05/1929
PD;CAMPODARSEGO;B524;19/11/1866;
TN;CAMPODENNO;B525;16/10/1920;13/02/1923
TN;CAMPODENNO;B525;14/02/1923;29/10/1928
TN;CAMPODENNO;B525;20/09/1952;
AQ;"CAMPO DI GIOVE";B526;17/03/1861;
CE;CAMPODIMELE;B527;17/03/1861;11/01/1927
RM;CAMPODIMELE;B527;12/01/1927;25/10/1934
LT;CAMPODIMELE;B527;26/10/1934;
CB;CAMPODIPIETRA;B528;17/03/1861;02/03/1970
CB;CAMPODIPIETRA;B528;03/03/1970;
BZ;"CAMPO DI TRENS";B529;09/12/1928;
SO;CAMPODOLCINO;B530;17/03/1861;
PD;CAMPODORO;B531;26/08/1867;
PA;CAMPOFELICE;B532;17/03/1861;27/03/1921
PA;"CAMPOFELICE DI ROCCELLA";B532;28/03/1921;
PA;"CAMPOFELICE DI FITALIA";B533;04/03/1951;
AP;CAMPOFILONE;B534;17/03/1861;11/07/2009
FM;CAMPOFILONE;B534;12/07/2009;
PA;CAMPOFIORITO;B535;17/03/1861;
UD;CAMPOFORMIDO;B536;19/11/1866;05/04/1968
UD;CAMPOFORMIDO;B536;06/04/1968;
CL;CAMPOFRANCO;B537;17/03/1861;
GE;"CAMPO LIGURE";B538;21/04/1884;
MO;CAMPOGALLIANO;B539;17/03/1861;
TO;CHAMPORCHER;B540;17/03/1861;11/01/1927
AO;CHAMPORCHER;B540;12/01/1927;20/10/1939
AO;"CAMPO LARIS";B540;21/10/1939;29/01/1946
AO;CHAMPORCHER;B540;30/01/1946;
BN;CAMPOLATTARO;B541;17/03/1861;
BN;"CAMPOLI DEL MONTE TABURNO";B542;06/02/1863;
CE;"CAMPOLI APPENNINO";B543;10/08/1863;11/01/1927
FR;"CAMPOLI APPENNINO";B543;12/01/1927;
CB;CAMPOLIETO;B544;17/03/1861;02/03/1970
CB;CAMPOLIETO;B544;03/03/1970;
UD;CAMPOLONGO;B545;05/01/1921;07/02/1923
UD;CAMPOLONGO;B545;08/02/1923;26/04/1923
UD;"CAMPOLONGO AL TORRE";B545;27/04/1923;05/04/1968
UD;"CAMPOLONGO AL TORRE";B545;06/04/1968;31/12/2008
VE;"CAMPOLONGO MAGGIORE";B546;05/08/1867;
VI;"CAMPOLONGO SUL BRENTA";B547;09/07/1878;29/01/2019
PZ;CAMPOMAGGIORE;B549;17/03/1861;
CB;CAMPOMARINO;B550;17/03/1861;02/03/1970
CB;CAMPOMARINO;B550;03/03/1970;
GE;CAMPOMORONE;B551;30/03/1871;
LI;"CAMPO NELL'ELBA";B553;03/08/1894;
VE;CAMPONOGARA;B554;19/11/1866;
SA;CAMPORA;B555;17/03/1861;
TP;CAMPOREALE;B556;17/03/1861;22/07/1954
PA;CAMPOREALE;B556;23/07/1954;
MS;CAMPORGIANO;B557;17/03/1861;23/11/1923
LU;CAMPORGIANO;B557;24/11/1923;
IM;CAMPOROSSO;B559;17/03/1861;21/12/1923
IM;CAMPOROSSO;B559;22/08/1925;
UD;CAMPOROSSO;B560;05/01/1921;07/02/1923
UD;CAMPOROSSO;B560;08/02/1923;26/04/1923
UD;"CAMPOROSSO IN VALCANALE";B560;27/04/1923;15/06/1928
CT;"CAMPOROTONDO ETNEO";B561;06/05/1863;
MC;"CAMPOROTONDO DI FIASTRONE";B562;23/02/1863;
PD;CAMPOSAMPIERO;B563;19/11/1866;
PD;"CAMPO SAN MARTINO";B564;19/11/1866;
CE;CAMPOSANO;B565;17/03/1861;11/01/1927
NA;CAMPOSANO;B565;12/01/1927;
MO;CAMPOSANTO;B566;01/01/1867;
PV;CAMPOSPINOSO;B567;17/03/1861;09/11/1928
PV;CAMPOSPINOSO;B567;20/01/1948;17/11/2023
PV;"CAMPOSPINOSO ALBAREDO";B567;18/11/2023;
PV;"CAMPOSPINOSO ALBAREDO";B568;10/11/1928;20/01/1948
AQ;CAMPOTOSTO;B569;17/03/1861;
TN;"CAMPO TURES";B570;16/10/1920;13/02/1923
TN;"CAMPO TURES";B570;14/02/1923;11/01/1927
BZ;"CAMPO TURES";B570;12/01/1927;
SO;CAMPOVICO;B571;17/03/1861;08/07/1938
BO;CAMUGNANO;B572;17/03/1861;
CN;CANALE;B573;17/03/1861;
BL;"FORNO DI CANALE";B574;19/11/1866;13/05/1964
BL;"CANALE D'AGORDO";B574;14/05/1964;
GO;"CANALE D'ISONZO";B575;05/01/1921;07/02/1923
UD;"CANALE D'ISONZO";B575;08/02/1923;11/01/1927
GO;"CANALE D'ISONZO";B575;12/01/1927;15/09/1947
RM;"CANALE MONTERANO";B576;28/01/1873;
TN;"CANAL SAN BOVO";B577;16/10/1920;13/02/1923
TN;"CANAL SAN BOVO";B577;14/02/1923;
RO;CANARO;B578;19/11/1866;
TN;CANAZEI;B579;16/10/1920;13/02/1923
TN;CANAZEI;B579;14/02/1923;
PZ;CANCELLARA;B580;17/03/1861;
CE;"CANCELLO ED ARNONE";B581;17/03/1861;11/01/1927
NA;"CANCELLO ED ARNONE";B581;12/01/1927;31/08/1945
CE;"CANCELLO ED ARNONE";B581;01/09/1945;
RO;CANDA;B582;19/11/1866;
IM;CANDEASCO;B583;17/03/1861;21/01/1926
FG;CANDELA;B584;17/03/1861;
PU;CANDELARA;B585;17/03/1861;10/04/1929
NO;CANDELO;B586;17/03/1861;11/01/1927
VC;CANDELO;B586;12/01/1927;15/04/1992
BI;CANDELO;B586;16/04/1992;
PV;"CANDIA LOMELLINA";B587;30/03/1863;
TO;"CANDIA CANAVESE";B588;05/01/1863;11/01/1927
AO;"CANDIA CANAVESE";B588;12/01/1927;04/10/1945
TO;"CANDIA CANAVESE";B588;05/10/1945;
PD;CANDIANA;B589;14/06/1878;
AV;CANDIDA;B590;17/03/1861;
RC;CANDIDONI;B591;17/03/1861;
TO;CANDIOLO;B592;17/03/1861;
MI;CANEGRATE;B593;17/03/1861;
AL;CANELLI;B594;17/03/1861;07/04/1935
AT;CANELLI;B594;08/04/1935;
PG;ORVINIO;B595;13/04/1863;18/03/1923
RM;ORVINIO;B595;19/03/1923;11/01/1927
RI;ORVINIO;B595;12/01/1927;
GE;CANEPA;B596;17/03/1861;08/09/1928
RM;CANEPINA;B597;15/01/1871;11/01/1927
VT;CANEPINA;B597;12/01/1927;
UD;CANEVA;B598;19/11/1866;05/04/1968
PN;CANEVA;B598;06/04/1968;
PV;CANEVINO;B599;17/03/1861;21/10/1936
PV;CANEVINO;B599;26/11/1947;31/12/2018
TN;CANEZZA;B600;16/10/1920;13/02/1923
TN;CANEZZA;B600;14/02/1923;24/01/1929
PL;CANFANARO;B601;05/01/1921;07/02/1923
PL;CANFANARO;B601;08/02/1923;15/09/1947
AG;CANICATTI';B602;17/03/1861;
SR;"CANICATTINI BAGNI";B603;17/03/1861;
RM;CANINO;B604;15/01/1871;11/01/1927
VT;CANINO;B604;12/01/1927;
TO;CANISCHIO;B605;17/03/1861;11/01/1927
AO;CANISCHIO;B605;12/01/1927;25/09/1928
TO;CANISCHIO;B605;15/01/1948;
AQ;CANISTRO;B606;17/03/1861;
CS;CANNA;B607;17/03/1861;
SA;CANNALONGA;B608;17/03/1861;29/12/1928
SA;CANNALONGA;B608;02/04/1946;
PG;CANNARA;B609;17/05/1869;
NO;CANNERO;B610;17/03/1861;30/06/1947
NO;"CANNERO RIVIERA";B610;01/07/1947;22/05/1992
VB;"CANNERO RIVIERA";B610;23/05/1992;
BA;"CANNETO DI BARI";B611;19/01/1863;07/11/1927
MN;"CANNETO SULL'OGLIO";B612;01/07/1868;
PV;"CANNETO PAVESE";B613;04/01/1886;
RC;CANNITELLO;B614;17/03/1861;02/08/1927
NO;CANNOBIO;B615;17/03/1861;22/05/1992
VB;CANNOBIO;B615;23/05/1992;
LE;CANNOLE;B616;17/03/1861;
RC;CANOLO;B617;17/03/1861;
BG;"CANONICA D'ADDA";B618;26/04/1889;
BA;"CANOSA DI PUGLIA";B619;19/01/1863;26/07/2009
BT;"CANOSA DI PUGLIA";B619;27/07/2009;
CH;"CANOSA SANNITA";B620;07/11/1864;
CN;CANOSIO;B621;17/03/1861;20/02/1928
CN;CANOSIO;B621;26/04/1946;
CR;"CANOVA DEL MORBASCO";B622;17/03/1861;31/12/1867
AQ;CANSANO;B624;06/06/1904;
CR;CANSERO;B625;17/03/1861;31/12/1867
FI;CANTAGALLO;B626;17/03/1861;15/04/1992
PO;CANTAGALLO;B626;16/04/1992;
AQ;CANTALICE;B627;17/03/1861;11/01/1927
RI;CANTALICE;B627;12/01/1927;20/02/1928
RI;CANTALICE;B627;12/11/1946;
TO;CANTALUPA;B628;17/03/1861;12/05/1928
TO;CANTALUPA;B628;15/07/1954;
AL;"CANTALUPO LIGURE";B629;26/01/1863;27/05/1929
AL;"CANTALUPO LIGURE";B629;04/09/1947;
CB;"CANTALUPO NEL SANNIO";B630;11/03/1864;02/03/1970
IS;"CANTALUPO NEL SANNIO";B630;03/03/1970;
PG;"CANTALUPO IN SABINA";B631;13/04/1863;18/03/1923
RM;"CANTALUPO IN SABINA";B631;19/03/1923;11/01/1927
RI;"CANTALUPO IN SABINA";B631;12/01/1927;19/08/1927
RI;"CANTALUPO IN SABINA";B631;12/12/1939;
RM;MANDELA;B632;27/12/1872;
AL;CANTARANA;B633;17/03/1861;12/08/1928
AT;CANTARANA;B633;23/06/1947;
CO;CANTELLO;B634;02/08/1895;11/01/1927
VA;CANTELLO;B634;12/01/1927;
RM;CANTERANO;B635;15/01/1871;
PU;CANTIANO;B636;17/03/1861;
TO;CANTOIRA;B637;17/03/1861;
MI;CANTONALE;B638;17/03/1861;03/06/1936
PV;CANTONALE;B638;04/06/1936;04/06/1936
CO;CANTU';B639;17/03/1861;
TE;CANZANO;B640;17/03/1861;
CO;CANZO;B641;17/03/1861;
VE;CAORLE;B642;19/11/1866;
PC;CAORSO;B643;28/12/1876;
SA;CAPACCIO;B644;17/03/1861;09/06/2016
SA;"CAPACCIO PAESTUM";B644;10/06/2016;
PA;CAPACI;B645;17/03/1861;
GR;CAPALBIO;B646;29/09/1960;
PI;CAPANNOLI;B647;17/03/1861;
LU;CAPANNORI;B648;07/07/1884;
RM;LEPRIGNANO;B649;15/01/1871;19/07/1933
RM;CAPENA;B649;20/07/1933;
CR;CAPERGNANICA;B650;17/05/1869;
AQ;CAPESTRANO;B651;17/03/1861;
CO;CAPIAGO;B652;17/03/1861;15/12/1928
CO;SALVADERA;B653;15/12/1928;11/04/1929
CO;"CAPIAGO INTIMIANO";B653;12/04/1929;
CO;CAPIATE;B654;17/03/1861;15/08/1928
CZ;CAPISTRANO;B655;17/03/1861;15/04/1992
VV;CAPISTRANO;B655;16/04/1992;
AQ;CAPISTRELLO;B656;17/03/1861;
SA;"POLICASTRO DEL GOLFO";B657;01/04/1928;27/04/1938
SA;CAPITELLO;B657;28/04/1938;28/02/1946
AQ;CAPITIGNANO;B658;17/03/1861;
ME;CAPIZZI;B660;17/03/1861;
BG;CAPIZZONE;B661;17/03/1861;
BL;"PONTE NELLE ALPI";B662;22/07/1867;
RM;CAPODIMONTE;B663;15/01/1871;11/01/1927
VT;CAPODIMONTE;B663;12/01/1927;
BS;"CAPO DI PONTE";B664;17/03/1861;
PL;CAPODISTRIA;B665;05/01/1921;07/02/1923
PL;CAPODISTRIA;B665;08/02/1923;03/04/1977
ME;"CAPO D'ORLANDO";B666;10/07/1925;
CE;CAPODRISE;B667;17/03/1861;11/01/1927
NA;CAPODRISE;B667;12/01/1927;19/04/1928
CE;CAPODRISE;B667;24/08/1946;
CO;CAPOLAGO;B668;17/03/1861;11/01/1927
VA;CAPOLAGO;B668;12/01/1927;28/12/1927
LI;CAPOLIVERI;B669;18/04/1906;
AR;CAPOLONA;B670;17/03/1861;
MI;CAPONAGO;B671;17/03/1861;17/12/2009
MB;CAPONAGO;B671;18/12/2009;
AQ;CAPORCIANO;B672;17/03/1861;
GO;CAPORETTO;B673;05/01/1921;07/02/1923
UD;CAPORETTO;B673;08/02/1923;11/01/1927
GO;CAPORETTO;B673;12/01/1927;15/09/1947
AV;CAPOSELE;B674;17/03/1861;
CA;CAPOTERRA;B675;17/03/1861;19/08/1974
CA;CAPOTERRA;B675;20/08/1974;
BS;HANO;B676;17/03/1861;10/11/1907
BS;CAPOVALLE;B676;11/11/1907;
AQ;CAPPADOCIA;B677;17/03/1861;
TV;"CAPPELLA MAGGIORE";B678;25/11/1867;
CR;"CAPPELLA CANTONE";B679;17/03/1861;
CR;"CAPPELLA DE' PICENARDI";B680;01/01/1868;
TE;CAPPELLE;B681;26/07/1904;23/08/1912
TE;"CAPPELLE SUL TAVO";B681;24/08/1912;11/01/1927
PE;"CAPPELLE SUL TAVO";B681;12/01/1927;
CB;CAPRACOTTA;B682;17/03/1861;02/03/1970
IS;CAPRACOTTA;B682;03/03/1970;
FI;"CAPRAIA E LIMITE";B684;13/04/1863;
GE;"CAPRAIA ISOLA";B685;17/03/1861;29/11/1925
LI;"CAPRAIA ISOLA";B685;30/11/1925;
CR;CAPRALBA;B686;14/08/1868;
RM;CAPRANICA;B687;15/01/1871;01/10/1872
RM;"CAPRANICA PRENESTINA";B687;02/10/1872;
RM;CAPRANICA;B688;15/01/1871;11/01/1927
VT;CAPRANICA;B688;12/01/1927;
BO;MARZABOTTO;B689;17/07/1882;
LE;"CAPRARICA DI LECCE";B690;17/03/1861;
RM;CAPRAROLA;B691;15/01/1871;11/01/1927
VT;CAPRAROLA;B691;12/01/1927;
CN;CAPRAUNA;B692;17/03/1861;
AR;CAPRESE;B693;17/03/1861;19/03/1913
AR;"CAPRESE MICHELANGELO";B693;20/03/1913;
NO;CAPREZZO;B694;17/03/1861;22/05/1992
VB;CAPREZZO;B694;23/05/1992;
ME;"CAPRI LEONE";B695;10/11/1862;
NA;CAPRI;B696;17/03/1861;
TN;CAPRIANA;B697;16/10/1920;13/02/1923
TN;CAPRIANA;B697;14/02/1923;
BS;"CAPRIANO DEL COLLE";B698;20/10/1862;26/12/1927
BS;"CAPRIANO DEL COLLE";B698;12/07/1957;
BS;"CAPRIANO AZZANO";B700;27/12/1927;11/07/1957
AL;"CAPRIATA D'ORBA";B701;26/01/1863;
BG;"CAPRIATE D'ADDA";B702;26/04/1889;22/02/1928
BG;"CAPRIATE SAN GERVASIO";B703;23/02/1928;
CE;"CAPRIATI A VOLTURNO";B704;27/10/1862;11/01/1927
CB;"CAPRIATI A VOLTURNO";B704;12/01/1927;31/08/1945
CE;"CAPRIATI A VOLTURNO";B704;01/09/1945;
TO;CHIAVRIE;B705;17/03/1861;15/06/1937
TO;CAPRIE;B705;16/06/1937;
AV;"CAPRIGLIA IRPINA";B706;17/03/1861;
AL;CAPRIGLIO;B707;17/03/1861;17/10/1928
AT;CAPRIGLIO;B707;12/11/1946;
NO;CAPRILE;B708;17/03/1861;11/01/1927
VC;CAPRILE;B708;12/01/1927;15/04/1992
BI;CAPRILE;B708;16/04/1992;
VR;"CAPRINO VERONESE";B709;26/08/1867;
BG;"CAPRINO BERGAMASCO";B710;17/03/1861;
BS;CAPRIOLO;B711;17/03/1861;
GO;CAPRIVA;B712;05/01/1921;07/02/1923
UD;CAPRIVA;B712;08/02/1923;26/04/1923
UD;"CAPRIVA DI CORMONS";B712;27/04/1923;11/01/1927
GO;"CAPRIVA DI CORMONS";B712;12/01/1927;02/09/1954
GO;"CAPRIVA DEL FRIULI";B712;03/09/1954;
GO;CAPRIVA;B713;05/01/1921;07/02/1923
TS;CAPRIVA;B713;08/02/1923;26/04/1923
TS;"CAPRIVA NEL CARSO";B713;27/04/1923;19/08/1927
CO;CAPRONNO;B714;17/03/1861;11/01/1927
VA;CAPRONNO;B714;12/01/1927;30/05/1928
CE;CAPUA;B715;17/03/1861;11/01/1927
NA;CAPUA;B715;12/01/1927;31/08/1945
CE;CAPUA;B715;01/09/1945;
BA;CAPURSO;B716;17/03/1861;
CZ;"CARAFFA DI CATANZARO";B717;13/07/1863;
RC;"CARAFFA DEL BIANCO";B718;23/06/1864;27/07/1928
RC;"CARAFFA DEL BIANCO";B718;09/03/1946;
CN;CARAGLIO;B719;17/03/1861;
CN;"CARAMAGNA PIEMONTE";B720;19/12/1862;
IM;"CARAMAGNA LIGURE";B721;10/11/1862;28/11/1923
CH;CARAMANICO;B722;17/03/1861;11/01/1927
PE;CARAMANICO;B722;12/01/1927;28/09/1960
